,name,company
12903,Электрослесарь по ремонту оборудования распределительных устройств,Рудненская ЭнергоКомпания
12904,Оператор роботмойки и мойки самообслуживания,МонЭлит
12905,Грузчик,Константа
12906,Кредитный менеджер,MFO Robocash
12908,Горнорабочий,Максам Казахстан
12909,Офис-менеджер,Mеталлоавтоматика
12910,Продавец-консультант,Oil центр
12911,Оператор интернет-магазина (Рудный),TECHNODOM Operator (Технодом Оператор)
12912,Менеджер по продажам и работа с клиентами,Экономикс-2013
12913,"Помощник водителя (без вождения, самокаты)",Кикшеринг КЗ
12914,Электро - слесарь по ремонту и обслуживанию электрооборудования,Фирма Арасан
12916,Начинающий мастер по ремонту электросамокатов,Кикшеринг КЗ
12917,Проходчик,TuranIndustrial (ТуранИндастриал)
12918,Инспектор по технике безопасности,Мегаполис Строй ЛТД
12919,"Специалист по ОТиПБ, г.Рудный",СЕРВИСНЫЙ ЦЕНТР ERG
12920,Продавец-консультант,СИТИ Групп КЗ
12921,Инженер ПТО,Китайская Строительная Компания
12922,Электрик слаботочных систем,РЕСПУБЛИКАНСКИЙ ЦЕНТР ПОЖАРНОЙ И ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ
12924,Разнорабочий (срочно),Фирма Арасан
12925,Бухгалтер на первичную документацию,Фирма Арасан
12926,Специалист по кадровому делопроизводству/HR-менеджер/Кадровый специалист,СтройРемМонтаж-2011
12927,Менеджер отдела мониторинга,Sulpak
12928,Заместитель главного бухгалтера,ALPINA-KST
12929,Бухгалтер на первичную документацию,ПРИМАВТО
