,name,company
12394,Специалист IT,АО «Freedom Bank Kazakhstan»
12395,Инженер слаботочных систем,RMG Group
12396,Дизайнер корпусной мебели,Основа Дома
12397,Водитель электрокара,Султан Кондитерские изделия
12399,Секретарь-референт руководителя,СЕВКАЗЭНЕРГО
12400,Product Manager (продакт-менеджер),"Радуга, ТОО (Компания Raduga KDR)"
12401,Мастер цеха,Astek-auto
12402,Инженер ПТО,Севимсталькон
12403,Видеомонтажер / видеооператор,Нурмолдин А.
12404,Пекарь,Хамза С.Ш.
12405,Юрист,ЗИКСТО
12406,Продавец в магазин электроинструментов,ПАТРИОТ-СКО
12408,Зоотехник,Береке Торг
12409,Медицинский представитель (г. Петропавловск),Маклеодс Фармасьютикалз ЛТД
12410,Специалист по актуализации данных,Коллекторское Агентство Агентство Судебного Взыскания КЗ
12411,Специалист по медицинскому маркетингу / PR-менеджер (бренд-менеджер) клиники,Медея Север
12413,Менеджер по продажам,Мунай Трейд Сервис Норд
12415,Маркетолог,KazInstallCompany
12416,Водитель асфальтоукладчика,Гранит-Север
12417,Торговый представитель (город),Масло-Дел
12418,Маркетолог(Удаленно не рассматриваем!),Astek-auto
12419,Инженер КИПиА,Птицефабрика СЕВЕРНЫЙ БРОЙЛЕР
12421,Грузчик-стропальщик,ЗИКСТО
12422,Бухгалтер по расходам,Швейная фабрика Прогресс
12423,Медицинский представитель,Медея Север
12424,Менеджер по продажам,Амантай А.А.
12425,"Ведущий менеджер, Управление безопасности филиальной сети",Jusan Bank
12426,Старший менеджер по продажам и клиентскому сервису,Медея Север
12428,Крановщик мостового крана,Единство
12429,"Инженер- конструктор (оснастка, приспособления)",ЗИКСТО
12430,Инженер технического надзора,АДС САПА
12431,Бухгалтер,KARPOV ACCOUNTING
12432,Слесарь по ремонту подвижного состава,Петропавловское отделение Южно-Уральской железной дороги - филиал открытого акционерного общества Российские железные дороги
12433,Кассир,Alina Group
12434,Инженер отдела контроля и качества строительства,Railways Systems KZ
12435,Главный менеджер по продаже кредитных продуктов в Отдел продаж (МСБ),Jusan Bank
12436,Главный эксперт по техническому надзору,М50 Consulting Group
12437,Бухгалтер по расчету заработной платы,Горгаз-сервис
12438,Логист,СТ Эсэмбли
12440,Повар горячего цеха,Хамза С.Ш.
12441,Администратор магазина,Simax Trade
12442,Менеджер отдела продаж недвижимости,СтройПлюс2020
12443,Менеджер по закупкам зерновых культур,Зерновые линии
12444,Пекарь -кондитер,Vizavi company
12445,Клиентский менеджер (малый и средний бизнес),Home Credit Bank
12446,"Кладовщик (ТЦ ""Сити Молл"")",FUNDAY
12447,Инженер ПТО,ЛивКос-Север
12448,Неквалифицированный строительный рабочий,Масло-Дел
12449,Инженер отдела снабжения,Петропавловские Тепловые Сети
12450,"Контролер СБ в супермаркет ""Aimer""",FOOD MARKET 1
12451,Менеджер по продажам B2B,"Beeline, ТМ"
12452,Администратор торгового зала,ASTER AUTO
12453,Техник-электрик,МУКАНОВА Г.Д.
12454,Начальник строительного участка,ЛивКос-Север
12455,Оператор 1С,Сигма-Импорт
12456,Охранник (Контролер) по территории,Astek-auto
12458,Грузчик-мерчандайзер в магазин Фикс Цен (ул. Букетова),ЭЛЬГЕРА
12459,Прораб,Петропавловский Бройлер
12460,"Менеджер по продажам автомобилей Оmoda, Gac и Jaecoo",ASTER AUTO
12461,Кладовщик,Common Market Corporation
12462,Комплектовщик,СТ Эсэмбли
12463,Водитель-экспедитор,Белодубов Аркадий
12464,Дизайнер мебели,Таминдаров Э.Р.
12465,Помощник бухгалтера,Cittadella
12466,Оператор Call-центра в SMARTER,Смартер Казахстан
12467,Заместитель директора школы по административно-хозяйственной деятельности,Bilim Land (Bilim Media Group)
12468,Менеджер по продажам,Центр Личности
12469,Производитель работ ЭМУ,ПремьерСтройДизайн
12470,Менеджер продукта,ӘМІРҒАЛИ М.Ж.
12471,"Водитель-Экспедитор (город, область)",Масло-Дел
12472,Директор в магазин косметики Подружка (ТЦ Сити Молл),ТАБЕР ТРЕЙД КЗ (сеть магазинов Подружка)
12473,Менеджер маркетплейсов,"Радуга, ТОО (Компания Raduga KDR)"
12474,Торговый представитель ВС,Фирма Арасан
12475,Видеооператор,Carat-Прогноз
12477,Специалист по электронным закупкам (Тендерный специалист),"TenderPlus, компания"
12478,Бухгалтер по учету ТМЦ,КВИК-СТАР
12480,Главный бухгалтер,Петропавловский Бройлер
12482,Инженер ПТО,Китайская Строительная Компания
12483,Торговый представитель на область СКО,Happy Food
12485,Оператор флексографической печати,"Радуга, ТОО (Компания Raduga KDR)"
12486,Юрист,Барс - NORD
12487,Инженер по закупкам и развитию поставщиков (локализация),СТ Эсэмбли
12488,Бухгалтер,ALATAU SEISMIC GROUP
12489,Главный бухгалтер,Севимсталькон
12490,Супервайзер торговых представителей,Consumer Trade Company
12491,Инженер по охране труда и технике безопасности,HSE Company
12492,Прораб/мастер СМР,Алтын Aстык KZ
12493,Менеджер отдела продаж,Лемешевский Илья Михайлович
12494,Грузчик,Коктем
12495,Директор филиала,Масло-Дел
12496,"Повар -бригадир в супермаркет ""Aimer""",FOOD MARKET 1
12497,Специалист по поддержке сбыта табачных изделий (мерчендайзер),CONTINEO
12498,Главный энергетик,ПетроМашЗавод
12499,Заведующий складом,МАЗУР С.Н.
12500,Проходчик,Горно-рудная компания Западная
12501,Менеджер по продажам,CDEK-NK
12502,Электромонтер по ремонту и обслуживанию электрооборудования,ПремьерСтройДизайн
12504,Грузчик комплектовщик на склад ГП,Vizavi company
12505,Инженер по материалам (Технический надзор),М50 Consulting Group
12506,Мерчандайзер (продукты питания),Prima Distribution
12507,Путеводитель по миру недвижимости,Этажи
12508,Оператор заправочных станций,QazaqOil (PetroRetail)
12509,Инженер ПТО,Railways Systems KZ
12510,Главный инженер производства,KazCrane Engineering
12511,"Торговый представитель по области Тимирязево, Сергеевка, Новоишимское, Рузаевка, Чистополье",Авангард Сауда
12512,Менеджер в отдел продаж,Med service
12513,Инженер по проектно-сметной работе,СЕВКАЗЭНЕРГО
12514,Автоэлектрик,ПремьерСтройДизайн
12515,Менеджер по страхованию,"Страховая компания Халык, ДО Народного Банка Казахстана"
12516,Водитель погрузчика,СЕВКАЗЭНЕРГО
12517,"Региональный менеджер по продажам (B2B, продукция для агробизнеса)",Medir
12518,Инженер 2 категории отдела качества и государственного учета,РГП на ПХВ Национальный центр качества дорожных активов Комитета автомобильных дорог Министерства транспорта Республики Казахстан
12519,Лаборант,Alem Agro Holding (АлемАгро Холдинг)
12520,Ведущий экономист по планированию,СЕВКАЗЭНЕРГО
12521,Инженер B2B,"Beeline, ТМ"
12522,Специалист по договорной деятельности,СЕВКАЗЭНЕРГО
12523,Лаборант,Масло-Дел
12524,Электромонтер,Горгаз-сервис
12525,Бухгалтер в одном лице,Зерттеу СК
12526,Супервайзер торговых представителей (канал ВС),Бостан
12527,Заместитель главного бухгалтера,CARAT
12528,Инженера ПТО,Д-СТРОЙ-БИЛД
12530,Медицинская сестра/Медицинский брат,"Евразиан Фудс Корпорэйшн, АО"
12531,Менеджер по продажам,"Радуга, ТОО (Компания Raduga KDR)"
12533,Менеджер по государственным закупкам,"Радуга, ТОО (Компания Raduga KDR)"
12534,Бухгалтер,AllianceExport
12535,Агроном - технолог,Alem Agro Holding (АлемАгро Холдинг)
12536,"Универсальный сотрудник магазина (Петропавловск ""Шолпан"")",Сеть магазинов цифровой и бытовой техники ДНС КАЗАХСТАН
12537,Водитель-экспедитор Петропавловск,TECHNODOM Operator (Технодом Оператор)
12538,Инженер-конструктор,"Завод им.С.М.Кирова, АО"
12539,Экономист-тарифер,Сапро-НАТ
12540,Главный менеджер по обслуживанию физических лиц в ЦБО,Jusan Bank
12541,Машинист крана,ЗИКСТО
12542,Торговый представитель ВС город,"Евразиан Фудс Корпорэйшн, АО"
12543,Менеджер коммерческого отдела,ПетроМашЗавод
12544,Бухгалтер по реализации,СЕВЕРО-КАЗАХСТАНСКИЙ ФИЛИАЛ ТОО АТП-ИНВЕСТ
12545,Менеджер по закупкам сельскохозяйственных культур,ALMATY MAI
12546,Механик автослесарь,АЛЕКБЕРОВ АЛЫХАН АМИРХАН ОГЛЫ
12547,Бухгалтер по учету ТМЦ,Круч Л.И.
12549,Чертежник,Макинский Завод Теплоизоляции
12550,Помощник менеджера по недвижимости,Этажи
12551,Автослесарь,СКО TOP MOTORS KZ
12552,Водитель-экспедитор,Prima Distribution
12553,"Менеджер по продажам курсов ""Программирования и Дизайна""",ITSTEP Academy Kazakhstan
12554,Экскаваторщик,Baspana-QurylysGroup
12555,Плотник,ПетроМашЗавод
12556,Специалист по подбору персонала,Ultradecor Trading Kazakhstan
12557,Электросварщик на автоматических и полуавтоматических машинах,ЗИКСТО
12558,Ведущий экономист,Северо-Казахстанская Распределительная Электросетевая Компания
12559,Бухгалтер на производство,Эко-Тара
12560,Грузчик-мерчандайзер в супермаркет (ул. Ахременко),ЭЛЬГЕРА
12561,Бухгалтер-кассир (Автоцентр),ВиВаГа - Лада
12563,Сервисный инженер сельскохозяйственной техники / Монтажник систем спутникового мониторинга,ПКФ Темир
12564,Менеджер по закупкам и снабжению,Заңғар-LTD
12565,Начальник ЭМО,Электромонтаж
12566,Электромонтажник по силовым сетям и электрооборудованию,ПремьерСтройДизайн
12567,Заведующий складом,Компания ALE
12568,Врач-офтальмолог детский,ЦЕНТР ГЛАЗА-АЙНА-КӨЗ
12570,"Продавец-кассир (ТЦ ""Рахмет"")",Спортмастер Казахстан
12571,Заведующий складом готовой продукции,Электромонтаж
12572,Оператор станков с ЧПУ 4 разряда,ПетроМашЗавод
12574,"Ученик машиниста крана/крановщика (козлового, мостового)",ЗИКСТО
12576,"Мясник в супермаркет ""Aimer""",FOOD MARKET 1
12577,"Продавец-кассир, ТЦ ""Сити Молл""",FUNDAY
12578,Клиентский менеджер Банка,Рекрутинговая компания Вектор
12579,Дорожный рабочий,Дорожно-строительный трест № 1
12580,Изолировщик,Строительная Компания Адвикс
12581,Начальник ПТО,Кұрылыс-Сервис-СК
12582,Агроном,BEST MILL
12583,Слесарь механосборочных работ,СТ Эсэмбли
12584,Начальник сварочно-сборочного участка,KazCrane Engineering
12585,Мастер ОСУ,ПремьерСтройДизайн
12586,Производитель работ ТТ,ПремьерСтройДизайн
12587,Бухгалтер,Северо-Казахстанский областной филиал АО Агромашхолдинг KZ
12590,Делопроизводитель,Kaspi.kz
12591,Секретарь-делопроизводитель,Bilim Land (Bilim Media Group)
12592,Главный бухгалтер,KazCrane Engineering
12593,Монтер пути,ЗИКСТО
12594,Повар,Семенов Юрий Александрович
12595,Инженер-технолог по термообработке,ПетроМашЗавод
12596,"Водитель с категорией Е, С",ПРОМГАЗ
12597,Оператор цеха экстракции-грануляции маслоэкстракционного завода,Масло-Дел
12598,Слесарь механосборочных работ,ПетроМашЗавод
12599,Механик пункта замены масла М1 Сервис,Мунай Трейд Сервис Норд
12600,Супервайзер торговых представителей,Торговая Компания Мегаполис-Казахстан
12601,Бухгалтер по ведению ТОО,Есіл Құрылыс Заттары сокращенное наименование Есіл ҚЗ
12602,Заведующий складом,Компания Шин Line
12603,Менеджер по продажам,Барс - NORD
12604,Мастер электромонтажных работ (силовые сети),Энергостроймонтаж
12605,Бухгалтер оператор,Continental Петропавловск
12606,Термист,ПетроМашЗавод
12607,"Менеджер по развитию филиала, Петропавловск",МФО Экспресс займ
12608,Маркетолог,"Радуга, ТОО (Компания Raduga KDR)"
12609,Специалист по подбору персонала,MAGNUM
12610,Офис-менеджер,STRONG SERVISE
12611,Торговый представитель КА,Сфера LTD
12612,Стропальщик,ЗИКСТО
12613,Менеджер по развитию бизнеса Smart QR,Банк ЦентрКредит
12615,Кредиттік процестерді қолдау бағытының сарапшысы/Эксперт Направления поддержки кредитных процессов,ForteBank
12616,Аппаратчик на плазменных установках,ЗИКСТО
12617,Токарь,ПетроМашЗавод
12618,"Водитель категории B,С,D,Е",ПетроМашЗавод
12619,"HR-менеджер филиала, Петропавловск",Jusan Bank
12620,"Помощник кондитера в супермаркет ""Aimer""",FOOD MARKET 1
12621,Слесарь по эксплуатации и ремонту газового оборудования,Горгаз-сервис
12622,Продавец-кассир,Sulpak
12623,Универсальный сотрудник магазина (Петропавловск ТЦ City Mall),Сеть магазинов цифровой и бытовой техники ДНС КАЗАХСТАН
12624,Инженер-оператор на нефтебазу,Петропавловская нефтебаза
12625,"Инженер по гражданской обороне, мобилизационной работе и пожарной безопасности","Завод им.С.М.Кирова, АО"
12626,Региональный менеджер,SENS FASHION
12627,Инженер-геодезист (камеральная обработка),Китайская Строительная Компания
12628,Агроном,Бастау
12629,Менеджер по продажам b2b,SMART PROGRAMS
12630,Менеджер по продажам сельхозтехники и запчастей,ПКФ Темир
12631,Менеджер по продажам агрохимии и с/х культур,Namys-Garant Kazakhstan
12632,Мастер универсал,Astek-auto
12633,Медицинский представитель,Представительство компании DR. SERTUS İLAÇ SANAYİ VE TİCARET LİMİTED ŞİRKETİ В РЕСПУБЛИКЕ КАЗАХСТАН
12634,Торговый представитель (на область),Коктем
12635,Кладовщик,ПетроМашЗавод
12636,Бухгалтер,ARSGROUP SERVICE (АРСГРУПП СЕРВИС)
12637,Товаровед (Достык Молл),TECHNODOM Operator (Технодом Оператор)
12638,"Кондитер в супермаркет ""Aimer""",FOOD MARKET 1
12639,Кухонный работник,MAGNUM
12640,Руководитель Отдела Продаж по продажам Средств Защиты Растений,Namys-Garant Kazakhstan
12641,"Консультант, г. Петропавловск, Кассир г.Петропавловск",Народный банк Казахстана
12642,Менеджер по ВЭД и работе с дистрибьюторами,"Радуга, ТОО (Компания Raduga KDR)"
12643,Повар,Масло-Дел
12644,Слесарь-водитель,Горгаз-сервис
12645,Инженер электро-измерительной лаборатории,ПремьерСтройДизайн
12646,Менеджер службы безопасности,MAGNUM
12647,"Повар холодного цеха в супермаркет ""Aimer""",FOOD MARKET 1
12648,Дефектоскопист по ультразвуковому контролю,ПремьерСтройДизайн
12649,Инженер-метролог на нефтебазу,Петропавловская нефтебаза
12650,Пескоструйщик / Антикоррозийщик,ПремьерСтройДизайн
12651,Комплектовщик сборщик заказов на склад,МК Эксперт
12652,Медицинский представитель RX,Нобел Алматинская Фармацевтическая Фабрика
12653,"Каменщик на кирпич (Екатеринбург, Россия)",Аутсорсинг Групп
12654,Фармацевт (Смирново),Долголет
12655,Кассир-менеджер в магазин сантехники,Мандрыгин В.В.
12656,Менеджер по работе с клиентами (Петропавловск),Motor Pay
12657,Региональный торговый представитель,Кормилец
12658,Менеджер/Агент,МФО ОнлайнКазФинанс (ТМ Solva)
12659,Кассир-операционист в отделение Банка,Home Credit Bank
12660,Сервисный консультант,Astek-auto
12661,Ведущий менеджер (малый и средний бизнес),Home Credit Bank
12662,Торговый представитель на область,Казкад
12663,Изолировщик,ПремьерСтройДизайн
12664,Менеджер по работе с клиентами Пункта сети сервиса АО Казахтелеком,Казахтелеком
12665,Менеджер/бухгалтер,ПКФ Темир
12666,Автослесарь по ремонту автомобилей,ЭЙКОС
12667,Специалист по поддержке продаж,"Beeline, ТМ"
12668,Торговый представитель,Строй Ленд Норд
12669,Повар в ресторан,САРСЕМБАЕВА А.К.
12670,"Менеджер продаж Центр продаж МСБ, г.Петропавловск",Народный банк Казахстана
12672,Инженер по обслуживанию базовых станций (г. Петропавловск),Мобайл Телеком-Сервис (Объединенная Компания Tele2/Altel)
12673,Горничная в отель,Smart Solutions Personnel
12674,Менеджер по работе с физическими лицами,АО «Freedom Bank Kazakhstan»
12675,Менеджер по работе с клиентами,Motor Pay
12676,"Инженер - установщик системы Глонасс, GPS, Тахограф",Дорожно-строительный трест № 1
12677,Электрик-ремонтник,ПетроМашЗавод
12678,Инженер строительной лаборатории,ПремьерСтройДизайн
12679,Инженер-конструктор радиоэлектронной аппаратуры,ПетроМашЗавод
12680,Кассир-оператор (Достык Молл),TECHNODOM Operator (Технодом Оператор)
12681,Бухгалтер в одном лице,Проспект-Норд
12682,Грузчик,MAGNUM
12683,Менеджер по продажам (агрохимия),Alem Agro Holding (АлемАгро Холдинг)
12684,Инженер по сметной работе,Railways Systems KZ
12686,Продакт-менеджер (Product Manager),"Радуга, ТОО (Компания Raduga KDR)"
12688,Сварщик,ПетроМашЗавод
12689,Разнорабочий,"Евразиан Фудс Корпорэйшн, АО"
12690,Кассир,Барс - NORD
12691,Машинист АГП,ПремьерСтройДизайн
12692,Заведующий складом в магазин COLIN'S в Dostyq Mall,Union Space`TM (ТОО Brand Hub Group)
12693,"Повар горячего цеха в супермаркет ""Aimer""",FOOD MARKET 1
12694,Технолог завода металлопластиковых изделий,"Радуга, ТОО (Компания Raduga KDR)"
12695,Упаковщик продуктов (Тюмень),Работа Вахтой в России
12696,Водитель на кран Урал,Кұрылыс-Сервис-СК
12697,Торговый представитель,Green House Limited
12698,"Повар персонала в супермаркет ""Aimer""",FOOD MARKET 1
12699,"Супервайзер по развитию территории, г. Петропавловск",RG Brands Kazakhstan
12700,Региональный представитель,Ultradecor Trading Kazakhstan
12701,Экономист отдела тарифов,Петропавловские Тепловые Сети
12702,Оператор зоны приемки,MAGNUM
12703,Главный энергетик,SMBGROUP FAMILY
12704,Водитель самосвала,Лентелефонстрой-УМ
12705,Помощник оператора на плазменный станок ЧПУ,KENTAL-KZ
12706,Шиномонтажник,ЭЙКОС
12707,Фрезеровщик,ПетроМашЗавод
12708,Инженер по гарантии,Astek-auto
12709,Стропальщик,ПремьерСтройДизайн
12710,Кладовщик,ЭЙКОС
12711,"Старший специалист Отдела залогового обеспечения, г.Петропавловск",Народный банк Казахстана
12712,"Менеджер продаж МСБ, Петропавловск",МФО ОнлайнКазФинанс (ТМ Solva)
12713,Электрогазосварщик,"Евразиан Фудс Корпорэйшн, АО"
12714,Инженер ПТО / Сметчик,Заңғар-LTD
12715,Комплектовщик на склад (Москва),ЭЛЬГЕРА
12716,Агроном,Namys-Garant Kazakhstan
12717,Кладовщик в магазин,Барс - NORD
12718,Торговый представитель (Mixhim),Prima Distribution
12719,Старший кассир,АО «Freedom Bank Kazakhstan»
12720,Машинист бульдозера,Лентелефонстрой-УМ
12721,Агент по продажам,Казахтелеком
12722,Менеджер по продажам в интернет-магазин (со знанием казахского языка),Callmedia
12723,Сборщик заказов на склад,МК Эксперт
12724,Инженер отдела оперативного управления,ПремьерСтройДизайн
12725,Подсобный рабочий,ПремьерСтройДизайн
12726,Оператор раскройного оборудования,SMBGROUP FAMILY
12727,Лаборант по зерновым и масличным культурам,Бюро Веритас Казахстан Индастриал Сервисез
12728,Руководитель группы продаж,Этажи
12731,Менеджер сектора операционного обслуживания физических лиц операционного управления,Нурбанк
12732,Машинист автокары,"Евразиан Фудс Корпорэйшн, АО"
12733,Агент по работе с недвижимостью,Этажи
12734,Менеджер по продажам,Нефтяная страховая компания
12735,Ведущий специалист по охране труда,ПремьерСтройДизайн
12736,Сменный мастер,Масло-Дел
12737,Упаковщик овощей в теплицу (Тюмень),Работа Вахтой в России
12739,Торговый представитель по области,Common Market Corporation
12740,Упаковщик овощей в теплицу (Курган),Аутсорсинг Групп
12741,Экономист,ПетроМашЗавод
12742,Кассир банка,Bereke Bank
12743,Менеджер по продажам,Просервис
12744,Грузчик-комплектовщик,Prima Distribution
12745,Бухгалтер материального стола,КДЛ ОЛИМП (ТОО Мырза-Хан)
12746,Упаковщик котлет (Ростовская область),Работа Вахтой в России
12747,Механик КИПиА,Масло-Дел
12748,Менеджер по продажам сельхозтехники,Машиностроительный завод Казтехмаш
12749,Продавец-промоутер бытовой техники,Tefal
12750,Автомеханик/автослесарь,Astek-auto
12751,Комплектовщик/упаковщик на склады,МК Эксперт
12752,Специалист по строительным закупкам,Ultradecor Trading Kazakhstan
12754,Инкассатор сборщик,Kaspi.kz
12755,Комплектовщик на склад,Алтын Алма
12756,Оператор производственной линии (Сварка),ЛЕРТЕКО-ГРУПП
12757,Начальник отдела продаж,Электромонтаж
12758,Супервайзер,Prima Distribution
12759,Администратор сервисного обслуживания,Astek-auto
12760,"Эксклюзивный торговый агент (Jacobs, Carte Noire, LOR)",Apple City Corps
12761,Заведующий складом,STRONG SERVISE
12762,Менеджер по развитию,Kaspi.kz
12763,Бухгалтер-кассир,Барс - NORD
12764,"Грузчик, г. Петропавловск",TECHNODOM Operator (Технодом Оператор)
12765,Менеджер по закупкам (строительные материалы),Барс - NORD
12766,Механик КИПиА,Масло-Дел
12767,Инженер ПТО,ПремьерСтройДизайн
12768,Технолог,Масло-Дел
12769,Ведущий специалист по B2G продажам и работе с крупным бизнесом,"Beeline, ТМ"
12770,Инженер строительного контроля,ПремьерСтройДизайн
12771,Уборщица/уборщик,"Евразиан Фудс Корпорэйшн, АО"
12772,Контролер зоны приемки товаров,MAGNUM
12773,Машинист фронтального погрузчика,Дорожно-строительный трест № 1
12774,Пробоотборщик по зерновым и масличным культурам,Бюро Веритас Казахстан Индастриал Сервисез
12775,Механик производства,Масло-Дел
12776,Машинист буровой установки,ПремьерСтройДизайн
12777,Специалист строительной лаборатории,Национальный центр экспертизы и сертификации
12778,Техник-лаборант,"Евразиан Фудс Корпорэйшн, АО"
12779,Кладовщик,Торговая Компания Мегаполис-Казахстан
12780,Слесарь по ремонту оборудования,Масло-Дел
12781,Консультант в ЦБО,Jusan Bank
12782,Супервайзер (менеджер объектов) в лидирующую на рынке аутсорсинговую компанию,UniGroup Юг
12783,Инженер-геодезист,М50 Consulting Group
12784,Кладовщик,Электромонтаж
12785,Специалист по обслуживанию и сборки сельхоз агрегатов,Кызылжар Сельхозснаб
12786,Аппаратчик ОПУ,Масло-Дел
12787,Сварщик,ЛЕРТЕКО-ГРУПП
12790,Продавец-кассир,MAGNUM
12791,"Инженер ОВиВК (Отопление, Вентиляция и Водопровод, Канализация)",BI GLOBAL
12792,Инженер отдела промышленной безопасности,Горгаз-сервис
12793,Машинист крана автомобильного,ПремьерСтройДизайн
12794,Кладовщик,"Евразиан Фудс Корпорэйшн, АО"
12795,Грузчик Петропавловск (Достык Молл),TECHNODOM Operator (Технодом Оператор)
12796,Автослесарь по геометрии колес (Развал схождение),ЭЙКОС
12797,Упаковщик в теплицу (Тюмень),Аутсорсинг Групп
12798,Упаковщик овощей в теплицу (Курган),Работа Вахтой в России
12799,Риелтор в международную компанию,Этажи
12800,Инженер технолог (обогатитель) в г. Астана,BMH EAST
12801,Ведущий инженер КИПиА,ПремьерСтройДизайн
12802,Продавец,MAGNUM
12803,Машинист автогрейдера,Лентелефонстрой-УМ
12804,Менеджер продаж МСБ,МФО ОнлайнКазФинанс (ТМ Solva)
12805,Менеджер по продажам в Бишкуль,Этажи
12806,"Водитель седельного тягача (категории С,E)",Лентелефонстрой-УМ
12807,Продавец собственного производства,MAGNUM
12808,Кассир-продавец заправочных станций,QazaqOil (PetroRetail)
12810,Монтер пути в г.Рудный,СЕРВИСНЫЙ ЦЕНТР ERG
12811,Менеджер по продажам,Этажи
12812,Специалист зерновых и масличных культур,Национальный центр экспертизы и сертификации
12813,Кладовщик,ПремьерСтройДизайн
12814,Упаковщик/Сборщик огурцов (в России),Аутсорсинг Групп
12815,Руководитель департамента продаж,Этажи
12816,Упаковщик огурцов (Россия),Открытие
12817,Менеджер по сопровождению сделок,Этажи
12818,Менеджер по работе с клиентами,Этажи
12819,Упаковщик котлет и колбасы (Ростовская область),Работа Вахтой в России
12820,Кассир-операционист,Bereke Bank
12821,Мобильный менеджер (Булаево),Jusan Bank
12822,Изготовитель/упаковщик полуфабрикатов в Тюмень (Россия),Аутсорсинг Групп
12823,Электромонтажник 4 и 5 разряд,ЭнергоСтрой
12824,Продавец-кассир,Sulpak
12825,Кладовщик,TRANS CAR SERVICE
12826,Водитель автомобиля,Казцинк
12829,Менеджер по продажам автозапчастей,Исмаилов Д.В.
12830,Сотрудник на склад,МК Эксперт
12832,Кассир,Народный банк Казахстана
12833,Контролер,АО Шығыс жылу
12834,Торговый представитель,"Багратион Улан, ТОО"
12835,Электрик в г. Риддер,УКУ Промтехмонтаж
12836,Электромонтажник,Rating (IT-Компания Рейтинг)
12837,Тайный Покупатель,4Service Holdings GmbH
12838,Менеджер по работе с клиентами,Народный банк Казахстана
12839,Кредитный менеджер,MFO Robocash
12840,Юрисконсульт,КАЗЦВЕТМЕТРЕМОНТ
12841,Машинист подземных самоходных машин,Горно-рудная компания Западная
12842,Электрослесарь,EnergoStroyGroup
12843,Специалист по надзору за зданиями и сооружениями (Казцинк-Транс),Казцинк
12844,"Продавец-консультант по матрасам, кроватям и товарам для сна",Центр Правильного Сна
12845,Бренд-менеджер по связям с потребителями тепловой энергии,АО Шығыс жылу
12846,Проходчик,Горно-рудная компания Западная
12847,Машинист подземных самоходных машин,Горно-рудная компания Западная
12848,Электромонтёр,Казцинк
12849,Инженер-проектировщик теплотехник,Kazmintech Engineering
12851,Газоэлектросварщик 5 разряда,Востокмонтаж-Ремонт
12852,Сборщик заказов на склад,МК Эксперт
12853,Автоэлектрик по ремонту грузовых автомобилей,СВС-Восток
12854,Мастер участка,АО Шығыс жылу
12855,Старший инженер,АО Шығыс жылу
12856,Бригадир,Востокмонтаж-Ремонт
12857,Электрогазосварщик,Казцинк
12858,Слесарь по ремонту горно-шахтного оборудования,Nordgold
12859,Машинист-обходчик по котельному оборудованию в г.Риддер,АО Шығыс жылу
12860,"Эксклюзивный торговый агент (Alpen Gold, Milka, Барни, Oreo)",Apple City Corps
12861,Инженер ПТО,АО Шығыс жылу
12862,Специалист по планово - предупредительному ремонту,СИБИРЬ-ПОЛИМЕТАЛЛЫ
12863,Участковый маркшейдер подземного рудника,СИБИРЬ-ПОЛИМЕТАЛЛЫ
12864,Электрослесарь по ремонту и обслуживанию автоматики и средств измерений,АО Шығыс жылу
12865,Машинист паровых турбин в г. Риддер,АО Шығыс жылу
12866,Старший машинист турбинного отделения,АО Шығыс жылу
12867,"Водитель самосвала Howo,Shacman 25 тонн",KazInvestStroy
12868,Начальник котельного цеха в г.Риддер,АО Шығыс жылу
12869,Водитель грузового автомобиля,Распадская Угольная Компания
12870,Монтер пути в г.Рудный,СЕРВИСНЫЙ ЦЕНТР ERG
12871,Начальник смены турбинного цеха,АО Шығыс жылу
12872,Техник/Инженер ПТО (в России),ЭнергоСтрой
12873,"Водитель, категория D",Дорожно-строительный трест № 1
12874,Мастер по эксплуатации турбинного оборудования,АО Шығыс жылу
12875,Дежурный инженер станции в г. Риддер,АО Шығыс жылу
12876,Автоэлектрик по ремонту горного оборудования (подземка),Nordgold
12877,Водитель категории СЕ,Распадская Угольная Компания
12878,Автоэлектрик по ремонту горного оборудования (подземка),Nordgold
12879,Слесарь-электрик,QazaqOil (PetroRetail)
12880,Водитель руководителя,L-Trading
12882,"Кладовщик в магазин ""Детский мир"" (ТЦ ЦУМ)",Детский мир - Казахстан
12883,Управляющий филиалом,Global Inst
12884,Эксперт-оценщик,М-Ломбард
12885,Охранник КПП,Жас-Канат 2006
12886,Менеджер по туризму в г.Рудный,Lavka stranstviy
12887,"Кредитный менеджер, г.Рудный",МФО Экспресс займ
12888,Сотрудник на склад,МК Эксперт
12889,Торговый представитель,Авангард Сауда
12890,Инженер,СЕРВИСНЫЙ ЦЕНТР ERG
12891,Офис-менеджер,ПК ФАРВАТЕР
12892,Региональный менеджер по развитию территории,Торговая Компания Сатурн
12894,"Технолог элеваторного, мукомольно - крупяного и комбикормового производства",ЖК Ленинское
12895,Инженер по охране труда и технике безопасности,Sauda Рудный
12896,Продавец-промоутер Samsung КБТ (Рудный),TECHNODOM Operator (Технодом Оператор)
12897,Менеджер по взаимодействию с клиентами,Онлайн
12898,Фармацевт-провизор,Войтович Н.И.
12899,Укладчик-упаковщик,Жас-Канат 2006
12900,Водитель-экспедитор,ALPINA-KST
12901,Техник,"Beeline, ТМ"
